,mode,randmode,level_2,#contacts,#contacts(>4),#contacts(<=4),#rfrags,#rfrags(>4),#rfrags(<=4),max_count,mean_count,median_count,95percentile_count,exp
1,junctions+hops,real,0,925630,529367,396263,284167,33811,250356,8354,3.257345152674308,1.0,8.0,oSH162
2,random_0,random,0,123898,35606,88292,72835,2593,70242,1115,1.7010777785405369,1.0,4.0,oSH162
3,random_1,random,0,123898,35725,88173,72643,2590,70053,1110,1.7055738336797763,1.0,4.0,oSH162
4,random_2,random,0,123898,35827,88071,72398,2581,69817,1153,1.7113456172822454,1.0,4.0,oSH162
5,random_3,random,0,123898,35105,88793,72953,2575,70378,1094,1.698326319685277,1.0,4.0,oSH162
6,random_4,random,0,123898,35557,88341,72638,2549,70089,1131,1.7056912359921803,1.0,4.0,oSH162
7,random_5,random,0,123898,35503,88395,72573,2565,70008,1140,1.7072189381725986,1.0,4.0,oSH162
8,random_6,random,0,123898,35883,88015,72690,2639,70051,1172,1.704471041408722,1.0,4.0,oSH162
9,random_7,random,0,123898,35292,88606,73017,2562,70455,1099,1.6968377227221059,1.0,4.0,oSH162
10,random_8,random,0,123898,35226,88672,72856,2566,70290,1122,1.700587460195454,1.0,4.0,oSH162
11,random_9,random,0,123898,35674,88224,72830,2601,70229,1214,1.7011945626802143,1.0,4.0,oSH162
0,junctions,real,0,41118,2226,38892,38407,59,38348,67,1.0705860910771474,1.0,1.0,oSH164
1,junctions+hops,real,0,254104,114491,139613,102923,8571,94352,7515,2.4688747898914722,1.0,6.0,oSH164
2,random_0,random,0,41118,8363,32755,27242,498,26744,1238,1.5093605462154027,1.0,3.0,oSH164
3,random_1,random,0,41118,8284,32834,27467,523,26944,1168,1.4969963956748098,1.0,3.0,oSH164
4,random_2,random,0,41118,8255,32863,27304,478,26826,1276,1.5059331966012306,1.0,3.0,oSH164
5,random_3,random,0,41118,8267,32851,27211,498,26713,1255,1.511080077909669,1.0,3.0,oSH164
6,random_4,random,0,41118,8355,32763,27377,498,26879,1246,1.5019176681155715,1.0,3.0,oSH164
7,random_5,random,0,41118,8353,32765,27141,513,26628,1221,1.51497734055488,1.0,3.0,oSH164
8,random_6,random,0,41118,8409,32709,27206,517,26689,1214,1.5113577887230758,1.0,3.0,oSH164
9,random_7,random,0,41118,8244,32874,27483,508,26975,1171,1.4961248771968125,1.0,3.0,oSH164
10,random_8,random,0,41118,8260,32858,27267,517,26750,1251,1.5079766751017714,1.0,3.0,oSH164
11,random_9,random,0,41118,8197,32921,27471,491,26980,1201,1.4967784208802009,1.0,3.0,oSH164
0,junctions,real,0,37054,2111,34943,34515,72,34443,51,1.0735622193249312,1.0,1.0,oSH166
1,junctions+hops,real,0,239624,124380,115244,91483,5335,86148,3161,2.619328181192134,1.0,5.0,oSH166
2,random_0,random,0,37054,13173,23881,21089,810,20279,537,1.7570297311394565,1.0,4.0,oSH166
3,random_1,random,0,37054,13615,23439,20666,846,19820,471,1.7929933223652377,1.0,4.0,oSH166
4,random_2,random,0,37054,13421,23633,20860,832,20028,516,1.7763183125599233,1.0,4.0,oSH166
5,random_3,random,0,37054,13178,23876,20964,811,20153,475,1.7675062011066591,1.0,4.0,oSH166
6,random_4,random,0,37054,13208,23846,20997,822,20175,509,1.7647282945182645,1.0,4.0,oSH166
7,random_5,random,0,37054,13193,23861,21041,821,20220,502,1.7610379734803479,1.0,4.0,oSH166
8,random_6,random,0,37054,13357,23697,20954,825,20129,475,1.7683497184308485,1.0,4.0,oSH166
9,random_7,random,0,37054,13184,23870,20897,813,20084,520,1.7731731827535053,1.0,4.0,oSH166
10,random_8,random,0,37054,13234,23820,20957,829,20128,485,1.7680965787087846,1.0,4.0,oSH166
11,random_9,random,0,37054,13192,23862,21000,820,20180,498,1.7644761904761905,1.0,4.0,oSH166
0,junctions,real,0,622040,1555,620485,601531,165,601366,44,1.034094668437703,1.0,1.0,oSH18
1,junctions+hops,real,0,3820770,992862,2827908,1892989,122668,1770321,1975,2.018379398929418,1.0,5.0,oSH18
2,random_0,random,0,622040,29297,592743,506503,3427,503076,333,1.2281072372720399,1.0,2.0,oSH18
3,random_1,random,0,622040,28671,593369,506889,3324,503565,332,1.2271720238553214,1.0,2.0,oSH18
4,random_2,random,0,622040,29004,593036,506971,3380,503591,341,1.2269735349753734,1.0,2.0,oSH18
5,random_3,random,0,622040,29220,592820,507026,3400,503626,330,1.2268404381629345,1.0,2.0,oSH18
6,random_4,random,0,622040,29298,592742,506641,3465,503176,333,1.2277727226971367,1.0,2.0,oSH18
7,random_5,random,0,622040,29020,593020,506323,3388,502935,315,1.2285438346668036,1.0,2.0,oSH18
8,random_6,random,0,622040,29068,592972,506787,3404,503383,303,1.2274190142998933,1.0,2.0,oSH18
9,random_7,random,0,622040,29523,592517,506930,3452,503478,320,1.2270727713885545,1.0,2.0,oSH18
10,random_8,random,0,622040,29296,592744,506997,3434,503563,367,1.226910612883311,1.0,2.0,oSH18
11,random_9,random,0,622040,29448,592592,506906,3446,503460,314,1.227130868445037,1.0,2.0,oSH18
0,junctions,real,0,1275398,4423,1270975,1191501,482,1191019,125,1.0704128657886145,1.0,2.0,oSH19
1,junctions+hops,real,0,8341190,2789589,5551601,3558124,313114,3245010,3938,2.344266248168979,1.0,6.0,oSH19
2,random_0,random,0,1275398,104944,1170454,983740,8593,975147,615,1.2964787443836787,1.0,2.0,oSH19
3,random_1,random,0,1275398,104855,1170543,983987,8639,975348,622,1.2961533028383505,1.0,2.0,oSH19
4,random_2,random,0,1275398,104978,1170420,984065,8651,975414,623,1.2960505657654728,1.0,2.0,oSH19
5,random_3,random,0,1275398,104703,1170695,983350,8598,974752,588,1.296992932323181,1.0,2.0,oSH19
6,random_4,random,0,1275398,105360,1170038,983737,8699,975038,594,1.2964826981195177,1.0,2.0,oSH19
7,random_5,random,0,1275398,104585,1170813,983901,8561,975340,593,1.2962665959278423,1.0,2.0,oSH19
8,random_6,random,0,1275398,105838,1169560,983487,8691,974796,611,1.2968122608636412,1.0,2.0,oSH19
9,random_7,random,0,1275398,105359,1170039,984435,8661,975774,619,1.2955634450217637,1.0,2.0,oSH19
10,random_8,random,0,1275398,105091,1170307,983992,8625,975367,582,1.2961467166399727,1.0,2.0,oSH19
11,random_9,random,0,1275398,104976,1170422,983399,8695,974704,581,1.2969283068215445,1.0,2.0,oSH19
0,junctions,real,0,19642,2200,17442,17073,52,17021,58,1.150471504715047,1.0,1.0,oSH192
1,junctions+hops,real,0,178898,118898,60000,42965,6042,36923,4775,4.1638077504945885,1.0,11.0,oSH192
2,random_0,random,0,19642,7124,12518,10226,548,9678,541,1.920790142773323,1.0,5.0,oSH192
3,random_1,random,0,19642,7162,12480,10236,550,9686,538,1.9189136381398983,1.0,5.0,oSH192
4,random_2,random,0,19642,7126,12516,10144,543,9601,546,1.9363170347003154,1.0,5.0,oSH192
5,random_3,random,0,19642,7132,12510,10233,541,9692,541,1.9194762044366267,1.0,5.0,oSH192
6,random_4,random,0,19642,7044,12598,10348,541,9807,511,1.8981445689988403,1.0,5.0,oSH192
7,random_5,random,0,19642,7126,12516,10198,540,9658,522,1.9260639341047263,1.0,5.0,oSH192
8,random_6,random,0,19642,6956,12686,10265,523,9742,544,1.913492450073064,1.0,5.0,oSH192
9,random_7,random,0,19642,6987,12655,10280,549,9731,536,1.9107003891050585,1.0,5.0,oSH192
10,random_8,random,0,19642,6829,12813,10448,526,9922,530,1.879977029096478,1.0,5.0,oSH192
11,random_9,random,0,19642,6852,12790,10386,512,9874,503,1.8911996918929328,1.0,4.0,oSH192
0,junctions,real,0,16976,1732,15244,14895,67,14828,47,1.1397113125209801,1.0,1.0,oSH197
1,junctions+hops,real,0,219424,169218,50206,36497,6129,30368,3358,6.012110584431597,2.0,20.0,oSH197
2,random_0,random,0,16976,7750,9226,7436,656,6780,245,2.2829478214093597,1.0,7.0,oSH197
3,random_1,random,0,16976,7649,9327,7529,653,6876,228,2.2547483065480143,1.0,7.0,oSH197
4,random_2,random,0,16976,7755,9221,7435,670,6765,243,2.283254875588433,1.0,7.0,oSH197
5,random_3,random,0,16976,7740,9236,7528,675,6853,246,2.255047821466525,1.0,7.0,oSH197
6,random_4,random,0,16976,7875,9101,7400,671,6729,275,2.294054054054054,1.0,7.0,oSH197
7,random_5,random,0,16976,7799,9177,7468,676,6792,275,2.2731655061596143,1.0,7.0,oSH197
8,random_6,random,0,16976,7871,9105,7456,687,6769,269,2.276824034334764,1.0,7.0,oSH197
9,random_7,random,0,16976,7592,9384,7563,653,6910,250,2.2446119264841995,1.0,7.0,oSH197
10,random_8,random,0,16976,7727,9249,7405,657,6748,259,2.2925050641458475,1.0,7.0,oSH197
11,random_9,random,0,16976,7809,9167,7497,671,6826,244,2.26437241563292,1.0,7.0,oSH197
0,junctions,real,0,1918692,7233,1911459,1742425,769,1741656,108,1.1011618864513537,1.0,2.0,oSH2
1,junctions+hops,real,0,11359194,3995695,7363499,4588225,536697,4051528,2877,2.4757273237472006,2.0,6.0,oSH2
2,random_0,random,0,1918692,75486,1843206,1486568,9231,1477337,501,1.2906856598554524,1.0,2.0,oSH2
3,random_1,random,0,1918692,75024,1843668,1487258,9180,1478078,513,1.2900868578282987,1.0,2.0,oSH2
4,random_2,random,0,1918692,76105,1842587,1486765,9375,1477390,457,1.2905146408477466,1.0,2.0,oSH2
5,random_3,random,0,1918692,76512,1842180,1486193,9358,1476835,492,1.2910113289458367,1.0,2.0,oSH2
6,random_4,random,0,1918692,75848,1842844,1487654,9331,1478323,436,1.2897434484093748,1.0,2.0,oSH2
7,random_5,random,0,1918692,75859,1842833,1487643,9328,1478315,488,1.289752985091181,1.0,2.0,oSH2
8,random_6,random,0,1918692,75109,1843583,1487516,9246,1478270,474,1.2898631006321948,1.0,2.0,oSH2
9,random_7,random,0,1918692,76018,1842674,1486992,9318,1477674,461,1.2903176345266147,1.0,2.0,oSH2
10,random_8,random,0,1918692,76574,1842118,1485881,9402,1476479,487,1.2912824109063916,1.0,2.0,oSH2
11,random_9,random,0,1918692,75063,1843629,1487319,9213,1478106,500,1.2900339469878352,1.0,2.0,oSH2
0,junctions,real,0,14364,1280,13084,12826,64,12762,224,1.119912677374084,1.0,1.0,oSH201
1,junctions+hops,real,0,170502,123179,47323,36564,3441,33123,1545,4.663111256974073,1.0,10.0,oSH201
2,random_0,random,0,14364,7508,6856,6059,555,5504,118,2.370688232381581,1.0,9.0,oSH201
3,random_1,random,0,14364,7480,6884,6046,560,5486,143,2.3757856434005955,1.0,9.0,oSH201
4,random_2,random,0,14364,7367,6997,6157,531,5626,124,2.332954360890044,1.0,8.0,oSH201
5,random_3,random,0,14364,7412,6952,6161,556,5605,145,2.331439701347184,1.0,8.0,oSH201
6,random_4,random,0,14364,7343,7021,6093,541,5552,134,2.357459379615953,1.0,8.0,oSH201
7,random_5,random,0,14364,7419,6945,6095,537,5558,127,2.3566858080393764,1.0,9.0,oSH201
8,random_6,random,0,14364,7440,6924,6060,532,5528,141,2.37029702970297,1.0,9.0,oSH201
9,random_7,random,0,14364,7477,6887,5980,544,5436,126,2.4020066889632106,1.0,9.0,oSH201
10,random_8,random,0,14364,7434,6930,6066,547,5519,145,2.3679525222551927,1.0,9.0,oSH201
11,random_9,random,0,14364,7335,7029,6117,540,5577,128,2.348209906817067,1.0,8.0,oSH201
0,junctions,real,0,658634,2449,656185,635888,155,635733,70,1.0357704501421634,1.0,1.0,oSH21
1,junctions+hops,real,0,4196834,972780,3224054,2125550,117395,2008155,16838,1.9744696666745079,1.0,5.0,oSH21
2,random_0,random,0,658634,32693,625941,543728,2555,541173,2653,1.2113299296707176,1.0,2.0,oSH21
3,random_1,random,0,658634,32730,625904,543341,2583,540758,2742,1.212192711391189,1.0,2.0,oSH21
4,random_2,random,0,658634,32498,626136,543575,2563,541012,2624,1.2116708825829003,1.0,2.0,oSH21
5,random_3,random,0,658634,32111,626523,544228,2501,541727,2693,1.2102170413870657,1.0,2.0,oSH21
6,random_4,random,0,658634,32303,626331,544081,2540,541541,2619,1.2105440182619867,1.0,2.0,oSH21
7,random_5,random,0,658634,32630,626004,543474,2579,540895,2700,1.2118960612651204,1.0,2.0,oSH21
8,random_6,random,0,658634,32611,626023,543752,2537,541215,2663,1.2112764642704763,1.0,2.0,oSH21
9,random_7,random,0,658634,32221,626413,543531,2523,541008,2652,1.2117689699391572,1.0,2.0,oSH21
10,random_8,random,0,658634,31932,626702,544141,2485,541656,2641,1.2104105369747915,1.0,2.0,oSH21
11,random_9,random,0,658634,32787,625847,543388,2596,540792,2612,1.2120878635523789,1.0,2.0,oSH21
0,junctions,real,0,572726,1239,571487,555286,127,555159,62,1.031407238792262,1.0,1.0,oSH22
1,junctions+hops,real,0,3082122,680022,2402100,1625662,90594,1535068,1249,1.895918093675069,1.0,5.0,oSH22
2,random_0,random,0,572726,17493,555233,473455,2295,471160,237,1.2096735698218415,1.0,2.0,oSH22
3,random_1,random,0,572726,18038,554688,472472,2367,470105,253,1.2121903520208606,1.0,2.0,oSH22
4,random_2,random,0,572726,17976,554750,473086,2378,470708,263,1.2106170971028523,1.0,2.0,oSH22
5,random_3,random,0,572726,17809,554917,473425,2352,471073,267,1.2097502244283678,1.0,2.0,oSH22
6,random_4,random,0,572726,17997,554729,472535,2366,470169,237,1.2120287386119546,1.0,2.0,oSH22
7,random_5,random,0,572726,18010,554716,472706,2379,470327,244,1.211590290793855,1.0,2.0,oSH22
8,random_6,random,0,572726,17801,554925,473020,2324,470696,246,1.2107860132763941,1.0,2.0,oSH22
9,random_7,random,0,572726,17895,554831,473165,2326,470839,231,1.2104149715215622,1.0,2.0,oSH22
10,random_8,random,0,572726,17939,554787,472938,2371,470567,233,1.2109959445001248,1.0,2.0,oSH22
11,random_9,random,0,572726,17594,555132,472563,2314,470249,234,1.2119569242619503,1.0,2.0,oSH22
0,junctions,real,0,552628,867,551761,534871,123,534748,32,1.0331986591159363,1.0,1.0,oSH23
1,junctions+hops,real,0,4508468,1303643,3204825,2159643,149008,2010635,785,2.08759873738391,1.0,5.0,oSH23
2,random_0,random,0,552628,29799,522829,456732,3393,453339,102,1.2099612026308646,1.0,2.0,oSH23
3,random_1,random,0,552628,30009,522619,457153,3458,453695,103,1.2088469287087693,1.0,2.0,oSH23
4,random_2,random,0,552628,29495,523133,456974,3367,453607,93,1.2093204427385364,1.0,2.0,oSH23
5,random_3,random,0,552628,29698,522930,457016,3444,453572,104,1.209209305582299,1.0,2.0,oSH23
6,random_4,random,0,552628,29909,522719,457003,3423,453580,93,1.209243702995385,1.0,2.0,oSH23
7,random_5,random,0,552628,30545,522083,456546,3535,453011,109,1.2104541491985474,1.0,2.0,oSH23
8,random_6,random,0,552628,29478,523150,457061,3403,453658,101,1.2090902527233782,1.0,2.0,oSH23
9,random_7,random,0,552628,30197,522431,456585,3490,453095,97,1.210350756157123,1.0,2.0,oSH23
10,random_8,random,0,552628,29877,522751,456944,3438,453506,102,1.2093998389299345,1.0,2.0,oSH23
11,random_9,random,0,552628,29490,523138,457353,3408,453945,91,1.208318301180926,1.0,2.0,oSH23
0,junctions,real,0,418354,2625,415729,405612,108,405504,194,1.0314142579608099,1.0,1.0,oSH28
1,junctions+hops,real,0,2592772,618136,1974636,1359088,80956,1278132,4783,1.9077293008252594,1.0,5.0,oSH28
2,random_0,random,0,418354,13132,405222,349441,1497,347944,754,1.1972092570705783,1.0,2.0,oSH28
3,random_1,random,0,418354,13619,404735,349049,1567,347482,775,1.198553784712175,1.0,2.0,oSH28
4,random_2,random,0,418354,12882,405472,349113,1465,347648,753,1.1983340637558613,1.0,2.0,oSH28
5,random_3,random,0,418354,13432,404922,348926,1514,347412,809,1.198976287235689,1.0,2.0,oSH28
6,random_4,random,0,418354,13107,405247,349267,1452,347815,779,1.1978056902026244,1.0,2.0,oSH28
7,random_5,random,0,418354,13233,405121,349014,1504,347510,784,1.1986739786942644,1.0,2.0,oSH28
8,random_6,random,0,418354,13147,405207,349008,1503,347505,772,1.1986945857974602,1.0,2.0,oSH28
9,random_7,random,0,418354,13276,405078,348965,1539,347426,764,1.1988422907741465,1.0,2.0,oSH28
10,random_8,random,0,418354,13761,404593,348594,1596,346998,787,1.200118189068085,1.0,2.0,oSH28
11,random_9,random,0,418354,13463,404891,349340,1532,347808,768,1.19755539016431,1.0,2.0,oSH28
0,junctions,real,0,428058,2181,425877,416561,139,416422,72,1.0275997993091048,1.0,1.0,oSH33
1,junctions+hops,real,0,3013866,734720,2279146,1590094,75263,1514831,10133,1.8954011523847019,1.0,4.0,oSH33
2,random_0,random,0,428058,31558,396500,351708,2645,349063,1415,1.2170834897130574,1.0,2.0,oSH33
3,random_1,random,0,428058,31395,396663,351787,2575,349212,1475,1.2168101720643458,1.0,2.0,oSH33
4,random_2,random,0,428058,31768,396290,351789,2649,349140,1462,1.2168032542234124,1.0,2.0,oSH33
5,random_3,random,0,428058,31811,396247,351352,2643,348709,1433,1.2183166738769098,1.0,2.0,oSH33
6,random_4,random,0,428058,31536,396522,352183,2624,349559,1432,1.2154419719293663,1.0,2.0,oSH33
7,random_5,random,0,428058,31801,396257,351366,2645,348721,1482,1.2182681306671677,1.0,2.0,oSH33
8,random_6,random,0,428058,32180,395878,351289,2641,348648,1498,1.2185351662021868,1.0,2.0,oSH33
9,random_7,random,0,428058,31402,396656,352059,2618,349441,1449,1.215870067233049,1.0,2.0,oSH33
10,random_8,random,0,428058,31792,396266,351346,2634,348712,1457,1.2183374792939154,1.0,2.0,oSH33
11,random_9,random,0,428058,31881,396177,351606,2652,348954,1454,1.217436562515998,1.0,2.0,oSH33
0,junctions,real,0,379256,1217,378039,370604,98,370506,172,1.0233456735491253,1.0,1.0,oSH34
1,junctions+hops,real,0,2056526,386027,1670499,1184025,46735,1137290,932,1.7368940689596926,1.0,4.0,oSH34
2,random_0,random,0,379256,16447,362809,318251,1786,316465,158,1.1916883214821006,1.0,2.0,oSH34
3,random_1,random,0,379256,16321,362935,318501,1781,316720,169,1.190752933271795,1.0,2.0,oSH34
4,random_2,random,0,379256,16367,362889,318630,1811,316819,171,1.1902708470639927,1.0,2.0,oSH34
5,random_3,random,0,379256,16187,363069,318689,1783,316906,167,1.1900504880934077,1.0,2.0,oSH34
6,random_4,random,0,379256,16494,362762,318433,1780,316653,183,1.191007213448355,1.0,2.0,oSH34
7,random_5,random,0,379256,16055,363201,318590,1741,316849,182,1.1904202894001694,1.0,2.0,oSH34
8,random_6,random,0,379256,16123,363133,318911,1765,317146,170,1.1892220713616024,1.0,2.0,oSH34
9,random_7,random,0,379256,16869,362387,317901,1844,316057,173,1.1930003365827726,1.0,2.0,oSH34
10,random_8,random,0,379256,16578,362678,318403,1800,316603,184,1.191119430407377,1.0,2.0,oSH34
11,random_9,random,0,379256,16142,363114,318572,1781,316791,160,1.1904875506949764,1.0,2.0,oSH34
0,junctions,real,0,627662,4004,623658,601409,276,601133,114,1.0436524894040495,1.0,1.0,oSH42
1,junctions+hops,real,0,4260886,1194157,3066729,2097178,141175,1956003,13773,2.0317235828336937,1.0,5.0,oSH42
2,random_0,random,0,627662,31703,595959,512406,3406,509000,2042,1.2249310117367869,1.0,2.0,oSH42
3,random_1,random,0,627662,31843,595819,511952,3417,508535,2071,1.2260172828702691,1.0,2.0,oSH42
4,random_2,random,0,627662,31552,596110,512303,3374,508929,2008,1.225177287659842,1.0,2.0,oSH42
5,random_3,random,0,627662,31289,596373,512123,3305,508818,2036,1.225607910599602,1.0,2.0,oSH42
6,random_4,random,0,627662,31219,596443,512471,3311,509160,2007,1.2247756458414232,1.0,2.0,oSH42
7,random_5,random,0,627662,31316,596346,513059,3330,509729,2065,1.2233719708649493,1.0,2.0,oSH42
8,random_6,random,0,627662,30999,596663,512792,3311,509481,2006,1.2240089548978923,1.0,2.0,oSH42
9,random_7,random,0,627662,31468,596194,512148,3392,508756,2066,1.225548083757039,1.0,2.0,oSH42
10,random_8,random,0,627662,31529,596133,512706,3386,509320,2080,1.2242142670458314,1.0,2.0,oSH42
11,random_9,random,0,627662,31830,595832,512770,3412,509358,2070,1.2240614700548005,1.0,2.0,oSH42
0,junctions,real,0,265338,2281,263057,258990,117,258873,65,1.024510598864821,1.0,1.0,oSH49
1,junctions+hops,real,0,1952280,503708,1448572,1020809,57715,963094,9296,1.912483138373584,1.0,5.0,oSH49
2,random_0,random,0,265338,14227,251111,221014,1053,219961,1273,1.20054838155049,1.0,2.0,oSH49
3,random_1,random,0,265338,14351,250987,220795,1057,219738,1256,1.2017391698181572,1.0,2.0,oSH49
4,random_2,random,0,265338,14194,251144,221027,1055,219972,1260,1.2004777696842468,1.0,2.0,oSH49
5,random_3,random,0,265338,14434,250904,220653,1081,219572,1290,1.2025125423175755,1.0,2.0,oSH49
6,random_4,random,0,265338,14663,250675,220674,1096,219578,1289,1.202398107615759,1.0,2.0,oSH49
7,random_5,random,0,265338,14314,251024,220916,1057,219859,1278,1.2010809538467109,1.0,2.0,oSH49
8,random_6,random,0,265338,14199,251139,220738,1049,219689,1264,1.2020494885339181,1.0,2.0,oSH49
9,random_7,random,0,265338,14693,250645,220449,1092,219357,1288,1.2036253283072276,1.0,2.0,oSH49
10,random_8,random,0,265338,14293,251045,221036,1078,219958,1290,1.2004288894116795,1.0,2.0,oSH49
11,random_9,random,0,265338,14177,251161,221018,1046,219972,1296,1.2005266539376884,1.0,2.0,oSH49
0,junctions,real,0,359994,999,358995,351216,94,351122,90,1.0249931665983327,1.0,1.0,oSH52
1,junctions+hops,real,0,1742638,329060,1413578,998009,42233,955776,293,1.7461145139973688,1.0,4.0,oSH52
2,random_0,random,0,359994,12273,347721,299262,1686,297576,60,1.2029392305070474,1.0,2.0,oSH52
3,random_1,random,0,359994,12255,347739,299907,1682,298225,72,1.2003521091538376,1.0,2.0,oSH52
4,random_2,random,0,359994,12378,347616,298695,1704,296991,66,1.205222718826897,1.0,2.0,oSH52
5,random_3,random,0,359994,12053,347941,299668,1668,298000,70,1.2013094491236969,1.0,2.0,oSH52
6,random_4,random,0,359994,12474,347520,299308,1731,297577,60,1.2027543533751186,1.0,2.0,oSH52
7,random_5,random,0,359994,12545,347449,299116,1745,297371,71,1.2035263910991054,1.0,2.0,oSH52
8,random_6,random,0,359994,12139,347855,299447,1690,297757,54,1.2021960480485696,1.0,2.0,oSH52
9,random_7,random,0,359994,12292,347702,299194,1696,297498,59,1.2032126312693436,1.0,2.0,oSH52
10,random_8,random,0,359994,12101,347893,299679,1671,298008,61,1.2012653539287037,1.0,2.0,oSH52
11,random_9,random,0,359994,12454,347540,299337,1715,297622,64,1.2026378296034235,1.0,2.0,oSH52
0,junctions,real,0,357250,327,356923,349690,48,349642,17,1.0216191483885728,1.0,1.0,oSH56
1,junctions+hops,real,0,1558338,386040,1172298,812406,42662,769744,482,1.9181763797904003,1.0,5.0,oSH56
2,random_0,random,0,357250,28789,328461,275769,3027,272742,114,1.295468308620621,1.0,2.0,oSH56
3,random_1,random,0,357250,28912,328338,275684,3079,272605,115,1.2958677326214072,1.0,2.0,oSH56
4,random_2,random,0,357250,29133,328117,275780,3033,272747,143,1.2954166364493436,1.0,2.0,oSH56
5,random_3,random,0,357250,29182,328068,275263,3101,272162,119,1.297849692839212,1.0,2.0,oSH56
6,random_4,random,0,357250,28954,328296,275623,3040,272583,114,1.2961545299194914,1.0,2.0,oSH56
7,random_5,random,0,357250,28750,328500,275935,3045,272890,116,1.2946889666044539,1.0,2.0,oSH56
8,random_6,random,0,357250,29050,328200,275810,3077,272733,107,1.2952757332946594,1.0,2.0,oSH56
9,random_7,random,0,357250,28947,328303,275709,3025,272684,103,1.295750229408543,1.0,2.0,oSH56
10,random_8,random,0,357250,28959,328291,275873,3061,272812,102,1.2949799364200194,1.0,2.0,oSH56
11,random_9,random,0,357250,29127,328123,275507,3076,272431,127,1.2967002653290116,1.0,2.0,oSH56
0,junctions,real,0,1713102,7772,1705330,1567298,719,1566579,108,1.0930288943136532,1.0,2.0,oSH6
1,junctions+hops,real,0,11497178,4160898,7336280,4584537,555145,4029392,5117,2.5078166017637114,2.0,6.0,oSH6
2,random_0,random,0,1713102,60478,1652624,1353543,7405,1346138,755,1.2656428351371178,1.0,2.0,oSH6
3,random_1,random,0,1713102,61418,1651684,1353021,7518,1345503,753,1.26613112435062,1.0,2.0,oSH6
4,random_2,random,0,1713102,60579,1652523,1353646,7383,1346263,790,1.265546531367876,1.0,2.0,oSH6
5,random_3,random,0,1713102,60330,1652772,1353651,7346,1346305,776,1.265541856800608,1.0,2.0,oSH6
6,random_4,random,0,1713102,61895,1651207,1352770,7577,1345193,795,1.2663660489218418,1.0,2.0,oSH6
7,random_5,random,0,1713102,60939,1652163,1352566,7436,1345130,805,1.2665570478630988,1.0,2.0,oSH6
8,random_6,random,0,1713102,61175,1651927,1353760,7387,1346373,769,1.2654399598156247,1.0,2.0,oSH6
9,random_7,random,0,1713102,61660,1651442,1351934,7505,1344429,786,1.2671491359785314,1.0,2.0,oSH6
10,random_8,random,0,1713102,59757,1653345,1353403,7282,1346121,732,1.265773756966698,1.0,2.0,oSH6
11,random_9,random,0,1713102,60174,1652928,1353431,7398,1346033,731,1.2657475704339565,1.0,2.0,oSH6
0,junctions,real,0,350076,532,349544,342255,71,342184,18,1.0228513827409387,1.0,1.0,oSH61
1,junctions+hops,real,0,1643572,547095,1096477,803388,46022,757366,2514,2.0458010326268252,1.0,5.0,oSH61
2,random_0,random,0,350076,53684,296392,251110,4433,246677,506,1.3941141332483773,1.0,3.0,oSH61
3,random_1,random,0,350076,53935,296141,251145,4456,246689,530,1.3939198471002807,1.0,3.0,oSH61
4,random_2,random,0,350076,53355,296721,251280,4403,246877,504,1.393170964660936,1.0,3.0,oSH61
5,random_3,random,0,350076,53389,296687,251197,4389,246808,537,1.3936312933673571,1.0,3.0,oSH61
6,random_4,random,0,350076,54381,295695,250660,4508,246152,536,1.3966169313013643,1.0,3.0,oSH61
7,random_5,random,0,350076,53444,296632,251125,4432,246693,556,1.3940308611249377,1.0,3.0,oSH61
8,random_6,random,0,350076,54314,295762,250735,4460,246275,549,1.396199174427184,1.0,3.0,oSH61
9,random_7,random,0,350076,54367,295709,250803,4480,246323,564,1.3958206241552134,1.0,3.0,oSH61
10,random_8,random,0,350076,54896,295180,250167,4488,245679,557,1.3993692213601314,1.0,3.0,oSH61
11,random_9,random,0,350076,54075,296001,250983,4461,246522,513,1.394819569452911,1.0,3.0,oSH61
0,junctions,real,0,179770,1749,178021,175554,126,175428,59,1.024015402668125,1.0,1.0,oSH88
1,junctions+hops,real,0,1770234,773967,996267,729264,49145,680119,4756,2.4274254590930036,1.0,5.0,oSH88
2,random_0,random,0,179770,37447,142323,125361,2462,122899,493,1.4340185544148498,1.0,2.0,oSH88
3,random_1,random,0,179770,37386,142384,125228,2506,122722,495,1.4355415721723577,1.0,3.0,oSH88
4,random_2,random,0,179770,37207,142563,125373,2464,122909,488,1.4338812982061528,1.0,3.0,oSH88
5,random_3,random,0,179770,37192,142578,125266,2452,122814,478,1.4351060942314755,1.0,2.0,oSH88
6,random_4,random,0,179770,36989,142781,125692,2443,123249,518,1.4302421792954205,1.0,2.0,oSH88
7,random_5,random,0,179770,37255,142515,125483,2473,123010,520,1.432624339551971,1.0,2.0,oSH88
8,random_6,random,0,179770,37213,142557,125673,2492,123181,496,1.430458411910275,1.0,2.0,oSH88
9,random_7,random,0,179770,37339,142431,125451,2486,122965,482,1.432989772899379,1.0,2.0,oSH88
10,random_8,random,0,179770,37601,142169,125162,2478,122684,470,1.4362985570700373,1.0,3.0,oSH88
11,random_9,random,0,179770,37258,142512,125674,2476,123198,495,1.4304470296163088,1.0,2.0,oSH88
0,junctions,real,0,1725116,8286,1716830,1579433,709,1578724,78,1.092237530810107,1.0,2.0,oSH9
