,mode,randmode,level_2,#contacts,#contacts(>4),#contacts(<=4),#rfrags,#rfrags(>4),#rfrags(<=4),max_count,mean_count,median_count,95percentile_count,exp
8,random_6,random,0,494168,39137,455031,389340,2377,386963,495,1.2692453896337392,1.0,2.0,oS20
9,random_7,random,0,494168,39052,455116,389498,2416,387082,470,1.2687305197972776,1.0,2.0,oS20
10,random_8,random,0,494168,39113,455055,389241,2369,386872,492,1.2695682109541389,1.0,2.0,oS20
11,random_9,random,0,494168,38959,455209,389527,2382,387145,500,1.2686360637388423,1.0,2.0,oS20
0,junctions,real,0,1172,0,1172,1167,0,1167,4,1.0042844901456727,1.0,1.0,oS219
1,junctions+hops,real,0,4924,146,4778,4094,14,4080,17,1.2027357107962873,1.0,2.0,oS219
2,random_0,random,0,1172,0,1172,1088,0,1088,4,1.0772058823529411,1.0,2.0,oS219
3,random_1,random,0,1172,0,1172,1125,0,1125,3,1.0417777777777777,1.0,1.0,oS219
4,random_2,random,0,1172,16,1156,1101,3,1098,6,1.064486830154405,1.0,1.0,oS219
5,random_3,random,0,1172,15,1157,1100,3,1097,5,1.0654545454545454,1.0,1.0,oS219
6,random_4,random,0,1172,6,1166,1107,1,1106,6,1.0587172538392051,1.0,1.0,oS219
7,random_5,random,0,1172,24,1148,1078,4,1074,7,1.0871985157699444,1.0,2.0,oS219
8,random_6,random,0,1172,15,1157,1095,2,1093,9,1.0703196347031962,1.0,2.0,oS219
9,random_7,random,0,1172,16,1156,1100,3,1097,6,1.0654545454545454,1.0,2.0,oS219
10,random_8,random,0,1172,9,1163,1103,1,1102,9,1.0625566636446055,1.0,1.0,oS219
11,random_9,random,0,1172,11,1161,1108,2,1106,6,1.0577617328519855,1.0,1.0,oS219
0,junctions,real,0,438284,1047,437237,426567,123,426444,33,1.0274681351346917,1.0,1.0,oS27
1,junctions+hops,real,0,2797368,883342,1914026,1283720,106029,1177691,582,2.179110709500514,1.0,6.0,oS27
2,random_0,random,0,438284,24346,413938,347420,2973,344447,93,1.2615393471878418,1.0,2.0,oS27
3,random_1,random,0,438284,24023,414261,347488,2935,344553,102,1.2612924762869508,1.0,2.0,oS27
4,random_2,random,0,438284,24540,413744,347396,3021,344375,93,1.2616265011686951,1.0,2.0,oS27
5,random_3,random,0,438284,23787,414497,347712,2891,344821,97,1.2604799374194735,1.0,2.0,oS27
6,random_4,random,0,438284,23977,414307,347736,2921,344815,102,1.2603929417719189,1.0,2.0,oS27
7,random_5,random,0,438284,24384,413900,347159,2964,344195,89,1.262487793777491,1.0,2.0,oS27
8,random_6,random,0,438284,24156,414128,348049,2933,345116,95,1.259259472085827,1.0,2.0,oS27
9,random_7,random,0,438284,23778,414506,348122,2906,345216,89,1.2589954096552358,1.0,2.0,oS27
10,random_8,random,0,438284,24209,414075,347162,2914,344248,115,1.2624768839907594,1.0,2.0,oS27
11,random_9,random,0,438284,24029,414255,348010,2985,345025,94,1.2594005919370133,1.0,2.0,oS27
0,junctions,real,0,987006,3064,983942,936462,201,936261,75,1.0539733593034208,1.0,1.0,oS29
1,junctions+hops,real,0,6228954,2566012,3662942,2379568,257230,2122338,2579,2.6176827054322467,2.0,7.0,oS29
2,random_0,random,0,987006,122931,864075,707533,11573,695960,421,1.394996417128247,1.0,3.0,oS29
3,random_1,random,0,987006,121634,865372,708576,11356,697220,427,1.3929430293998104,1.0,3.0,oS29
4,random_2,random,0,987006,122968,864038,707084,11519,695565,393,1.3958822431281148,1.0,3.0,oS29
5,random_3,random,0,987006,122775,864231,707965,11565,696400,423,1.3941451907933302,1.0,3.0,oS29
6,random_4,random,0,987006,122576,864430,707885,11507,696378,408,1.3943027469151064,1.0,3.0,oS29
7,random_5,random,0,987006,122438,864568,706980,11439,695541,458,1.3960875838071798,1.0,3.0,oS29
8,random_6,random,0,987006,123259,863747,706924,11566,695358,418,1.3961981768903022,1.0,3.0,oS29
9,random_7,random,0,987006,123666,863340,706408,11564,694844,404,1.397218038300812,1.0,3.0,oS29
10,random_8,random,0,987006,122089,864917,707727,11435,696292,420,1.3946140248994316,1.0,3.0,oS29
11,random_9,random,0,987006,121955,865051,708111,11434,696677,413,1.3938577426420433,1.0,3.0,oS29
0,junctions,real,0,770628,2130,768498,742831,109,742722,52,1.0374203553701986,1.0,1.0,oS3
1,junctions+hops,real,0,5286328,946977,4339351,2841952,138468,2703484,692,1.8601046041593947,1.0,4.0,oS3
2,random_0,random,0,770628,12859,757769,671176,1314,669862,97,1.148175739299379,1.0,2.0,oS3
3,random_1,random,0,770628,12502,758126,671154,1260,669894,112,1.1482133757677075,1.0,2.0,oS3
4,random_2,random,0,770628,12696,757932,671087,1269,669818,98,1.1483280111222538,1.0,2.0,oS3
5,random_3,random,0,770628,12780,757848,671244,1302,669942,110,1.1480594239948514,1.0,2.0,oS3
6,random_4,random,0,770628,12670,757958,670575,1273,669302,99,1.1492047869365842,1.0,2.0,oS3
7,random_5,random,0,770628,12708,757920,671420,1294,670126,100,1.1477584820231748,1.0,2.0,oS3
8,random_6,random,0,770628,12713,757915,670898,1306,669592,100,1.148651508873182,1.0,2.0,oS3
9,random_7,random,0,770628,12647,757981,671556,1278,670278,101,1.1475260439933528,1.0,2.0,oS3
10,random_8,random,0,770628,12773,757855,670918,1279,669639,112,1.1486172676839792,1.0,2.0,oS3
11,random_9,random,0,770628,12431,758197,671394,1249,670145,109,1.1478029294274301,1.0,2.0,oS3
0,junctions,real,0,979238,2597,976641,929921,336,929585,46,1.053033537257466,1.0,1.0,oS31
1,junctions+hops,real,0,6286714,2621850,3664864,2441394,249644,2191750,1712,2.575050974975772,1.0,7.0,oS31
2,random_0,random,0,979238,131385,847853,698158,13257,684901,294,1.4026022762755708,1.0,3.0,oS31
3,random_1,random,0,979238,132433,846805,697684,13373,684311,273,1.4035551911753745,1.0,3.0,oS31
4,random_2,random,0,979238,132748,846490,697289,13363,683926,289,1.4043502765711204,1.0,3.0,oS31
5,random_3,random,0,979238,132019,847219,697459,13276,684183,285,1.404007977529862,1.0,3.0,oS31
6,random_4,random,0,979238,132072,847166,697477,13458,684019,255,1.4039717438711241,1.0,3.0,oS31
7,random_5,random,0,979238,131920,847318,697980,13350,684630,282,1.4029599701997193,1.0,3.0,oS31
8,random_6,random,0,979238,132713,846525,698197,13462,684735,303,1.402523929492679,1.0,3.0,oS31
9,random_7,random,0,979238,132938,846300,697736,13350,684386,282,1.4034505887613653,1.0,3.0,oS31
10,random_8,random,0,979238,132547,846691,697991,13381,684610,295,1.4029378602302895,1.0,3.0,oS31
11,random_9,random,0,979238,131622,847616,698689,13278,685411,260,1.4015363058528187,1.0,3.0,oS31
0,junctions,real,0,402834,1873,400961,389502,208,389294,40,1.0342283223192692,1.0,1.0,oS35
1,junctions+hops,real,0,2584866,727775,1857091,1271228,84999,1186229,1695,2.033361442636569,1.0,5.0,oS35
2,random_0,random,0,402834,22122,380712,325450,2749,322701,292,1.2377753879244124,1.0,2.0,oS35
3,random_1,random,0,402834,22106,380728,325658,2734,322924,262,1.2369848122877374,1.0,2.0,oS35
4,random_2,random,0,402834,21658,381176,325857,2694,323163,267,1.2362293889650982,1.0,2.0,oS35
5,random_3,random,0,402834,22323,380511,325316,2762,322554,265,1.2382852365085024,1.0,2.0,oS35
6,random_4,random,0,402834,21701,381133,325820,2690,323130,276,1.2363697747222393,1.0,2.0,oS35
7,random_5,random,0,402834,21783,381051,325969,2700,323269,273,1.235804631728784,1.0,2.0,oS35
8,random_6,random,0,402834,21960,380874,325388,2749,322639,253,1.2380112358169324,1.0,2.0,oS35
9,random_7,random,0,402834,22083,380751,325470,2748,322722,275,1.237699327126924,1.0,2.0,oS35
10,random_8,random,0,402834,21966,380868,325632,2716,322916,269,1.2370835790094339,1.0,2.0,oS35
11,random_9,random,0,402834,22491,380343,325459,2793,322666,278,1.237741159408712,1.0,2.0,oS35
0,junctions,real,0,402626,533,402093,392294,75,392219,23,1.0263373898147818,1.0,1.0,oS37
1,junctions+hops,real,0,2141642,677734,1463908,961227,84708,876519,309,2.2280293832778315,1.0,6.0,oS37
2,random_0,random,0,402626,23107,379519,309948,3063,306885,65,1.299011447081446,1.0,3.0,oS37
3,random_1,random,0,402626,23255,379371,309797,3103,306694,65,1.2996446059839184,1.0,3.0,oS37
4,random_2,random,0,402626,22438,380188,310512,2963,307549,63,1.296651981243881,1.0,3.0,oS37
5,random_3,random,0,402626,22631,379995,310400,3006,307394,63,1.2971198453608248,1.0,3.0,oS37
6,random_4,random,0,402626,22591,380035,310114,2988,307126,61,1.298316103110469,1.0,3.0,oS37
7,random_5,random,0,402626,22869,379757,309490,3016,306474,56,1.3009337943067627,1.0,3.0,oS37
8,random_6,random,0,402626,22758,379868,310059,3015,307044,54,1.2985464056840794,1.0,3.0,oS37
9,random_7,random,0,402626,22701,379925,309790,2995,306795,53,1.299673972691178,1.0,3.0,oS37
10,random_8,random,0,402626,22670,379956,309831,2988,306843,57,1.2995019865668702,1.0,3.0,oS37
11,random_9,random,0,402626,23038,379588,310106,3077,307029,56,1.2983495965895533,1.0,3.0,oS37
0,junctions,real,0,297566,452,297114,289037,63,288974,31,1.0295083328432,1.0,1.0,oS39
1,junctions+hops,real,0,3128030,1200950,1927080,1247361,127068,1120293,2252,2.5077182948641172,2.0,6.0,oS39
2,random_0,random,0,297566,27627,269939,236582,1769,234813,214,1.2577710899392176,1.0,2.0,oS39
3,random_1,random,0,297566,27377,270189,236785,1754,235031,216,1.2566927803703782,1.0,2.0,oS39
4,random_2,random,0,297566,27738,269828,236697,1790,234907,209,1.2571599978030985,1.0,2.0,oS39
5,random_3,random,0,297566,27800,269766,236640,1767,234873,218,1.2574628127112915,1.0,2.0,oS39
6,random_4,random,0,297566,27192,270374,237255,1750,235505,218,1.2542032833870729,1.0,2.0,oS39
7,random_5,random,0,297566,27142,270424,236908,1740,235168,191,1.2560403194489,1.0,2.0,oS39
8,random_6,random,0,297566,27539,270027,236996,1775,235221,200,1.2555739337372782,1.0,2.0,oS39
9,random_7,random,0,297566,27479,270087,236557,1791,234766,213,1.2579040146772236,1.0,2.0,oS39
10,random_8,random,0,297566,27441,270125,236535,1758,234777,226,1.258021011689602,1.0,2.0,oS39
11,random_9,random,0,297566,27255,270311,237338,1786,235552,215,1.2537646731665388,1.0,2.0,oS39
0,junctions,real,0,331168,943,330225,322802,113,322689,38,1.0259168158809424,1.0,1.0,oS46
1,junctions+hops,real,0,2195826,902703,1293123,861964,96384,765580,620,2.5474683397450475,1.0,7.0,oS46
2,random_0,random,0,331168,31426,299742,244608,3706,240902,103,1.3538723181580326,1.0,3.0,oS46
3,random_1,random,0,331168,31963,299205,244754,3818,240936,111,1.353064709871953,1.0,3.0,oS46
4,random_2,random,0,331168,31488,299680,244855,3676,241179,97,1.3525065855302119,1.0,3.0,oS46
5,random_3,random,0,331168,31488,299680,244863,3755,241108,90,1.3524623973405536,1.0,3.0,oS46
6,random_4,random,0,331168,31237,299931,245197,3664,241533,100,1.3506201136229237,1.0,3.0,oS46
7,random_5,random,0,331168,31445,299723,244239,3707,240532,102,1.3559177690704596,1.0,3.0,oS46
8,random_6,random,0,331168,31717,299451,244839,3776,241063,101,1.3525949705724987,1.0,3.0,oS46
9,random_7,random,0,331168,31817,299351,244675,3734,240941,104,1.353501583733524,1.0,3.0,oS46
10,random_8,random,0,331168,31140,300028,244884,3646,241238,102,1.3523464170791069,1.0,3.0,oS46
11,random_9,random,0,331168,31504,299664,245079,3710,241369,98,1.3512704066851913,1.0,3.0,oS46
0,junctions,real,0,675110,1187,673923,651050,145,650905,25,1.0369556869672067,1.0,1.0,oS51
1,junctions+hops,real,0,4054764,1678229,2376535,1548592,156896,1391696,3614,2.6183552543213446,1.0,6.0,oS51
2,random_0,random,0,675110,101291,573819,470105,7107,462998,606,1.4360834281703023,1.0,3.0,oS51
3,random_1,random,0,675110,101838,573272,469985,7165,462820,609,1.4364500994712597,1.0,3.0,oS51
4,random_2,random,0,675110,101208,573902,470369,7054,463315,621,1.43527740986332,1.0,3.0,oS51
5,random_3,random,0,675110,101480,573630,470471,7121,463350,621,1.4349662359635345,1.0,3.0,oS51
6,random_4,random,0,675110,101921,573189,470232,7190,463042,610,1.4356955715476616,1.0,3.0,oS51
7,random_5,random,0,675110,102002,573108,470213,7117,463096,623,1.4357535840140532,1.0,3.0,oS51
8,random_6,random,0,675110,101166,573944,471039,7104,463935,613,1.4332358891726587,1.0,3.0,oS51
9,random_7,random,0,675110,100823,574287,470014,7084,462930,594,1.4363614700838698,1.0,3.0,oS51
10,random_8,random,0,675110,101639,573471,470314,7160,463154,613,1.4354452557227724,1.0,3.0,oS51
11,random_9,random,0,675110,101857,573253,470392,7158,463234,618,1.4352072314155002,1.0,3.0,oS51
0,junctions,real,0,224918,1587,223331,219017,67,218950,66,1.0269431140048488,1.0,1.0,oS68
1,junctions+hops,real,0,1490724,462697,1028027,684704,43078,641626,1444,2.1771802121792776,1.0,5.0,oS68
2,random_0,random,0,224918,27324,197594,171502,1716,169786,221,1.3114599246656016,1.0,2.0,oS68
3,random_1,random,0,224918,27292,197626,171848,1730,170118,235,1.308819421814627,1.0,2.0,oS68
4,random_2,random,0,224918,27138,197780,171989,1730,170259,224,1.3077464256435005,1.0,2.0,oS68
5,random_3,random,0,224918,27180,197738,171667,1729,169938,210,1.3101993976710724,1.0,2.0,oS68
6,random_4,random,0,224918,27105,197813,172097,1731,170366,239,1.3069257453645329,1.0,2.0,oS68
7,random_5,random,0,224918,27459,197459,171792,1785,170007,234,1.309246065008848,1.0,2.0,oS68
8,random_6,random,0,224918,27427,197491,171932,1759,170173,219,1.308179978130889,1.0,2.0,oS68
9,random_7,random,0,224918,27015,197903,171968,1722,170246,231,1.307906122069222,1.0,2.0,oS68
10,random_8,random,0,224918,27588,197330,171569,1809,169760,215,1.3109477819419593,1.0,2.0,oS68
11,random_9,random,0,224918,27179,197739,171722,1716,170006,220,1.309779760310269,1.0,2.0,oS68
0,junctions,real,0,835372,3703,831669,799063,363,798700,169,1.0454394709803858,1.0,1.0,oS8
1,junctions+hops,real,0,5187038,1718230,3468808,2300946,179552,2121394,5724,2.2543067068935994,1.0,5.0,oS8
2,random_0,random,0,835372,82924,752448,635203,6621,628582,916,1.3151260305760522,1.0,2.0,oS8
3,random_1,random,0,835372,83433,751939,635022,6658,628364,920,1.3155008802844625,1.0,2.0,oS8
4,random_2,random,0,835372,83853,751519,635491,6626,628865,956,1.3145300248154577,1.0,2.0,oS8
5,random_3,random,0,835372,83556,751816,635364,6631,628733,966,1.3147927802015853,1.0,2.0,oS8
6,random_4,random,0,835372,83674,751698,635293,6557,628736,941,1.3149397207272864,1.0,2.0,oS8
7,random_5,random,0,835372,83825,751547,635575,6693,628882,884,1.3143562915470244,1.0,2.0,oS8
8,random_6,random,0,835372,83129,752243,635799,6622,629177,922,1.313893227262075,1.0,2.0,oS8
9,random_7,random,0,835372,82635,752737,635373,6487,628886,919,1.3147741562830022,1.0,2.0,oS8
10,random_8,random,0,835372,82974,752398,635679,6609,629070,913,1.3141412568293116,1.0,2.0,oS8
11,random_9,random,0,835372,82693,752679,635659,6523,629136,959,1.3141826041950164,1.0,2.0,oS8
0,junctions,real,0,166766,153,166613,161926,25,161901,8,1.029890196756543,1.0,1.0,oS82
1,junctions+hops,real,0,1770798,1026776,744022,513699,75951,437748,4371,3.44715095805131,2.0,8.0,oS82
2,random_0,random,0,166766,39129,127637,107045,1947,105098,433,1.5579055537390818,1.0,3.0,oS82
3,random_1,random,0,166766,39064,127702,107202,1946,105256,420,1.5556239622395105,1.0,3.0,oS82
4,random_2,random,0,166766,39378,127388,106942,1956,104986,429,1.5594060331768622,1.0,3.0,oS82
5,random_3,random,0,166766,39177,127589,107047,1963,105084,423,1.5578764467943986,1.0,3.0,oS82
6,random_4,random,0,166766,39139,127627,106757,1967,104790,449,1.562108339499986,1.0,3.0,oS82
7,random_5,random,0,166766,38805,127961,107140,1901,105239,402,1.5565241739779727,1.0,3.0,oS82
8,random_6,random,0,166766,38842,127924,107276,1946,105330,410,1.5545508781088035,1.0,3.0,oS82
9,random_7,random,0,166766,39290,127476,107020,1956,105064,420,1.5582694823397496,1.0,3.0,oS82
10,random_8,random,0,166766,39001,127765,107079,1947,105132,417,1.5574108835532645,1.0,3.0,oS82
11,random_9,random,0,166766,38942,127824,107478,1922,105556,423,1.5516291706209644,1.0,3.0,oS82
0,junctions,real,0,414614,479,414135,404323,63,404260,27,1.0254524229390858,1.0,1.0,oS83
1,junctions+hops,real,0,3196036,1623278,1572758,1032069,138406,893663,3931,3.0967270599155676,2.0,8.0,oS83
2,random_0,random,0,414614,78449,336165,276642,4969,271673,474,1.498738441740589,1.0,3.0,oS83
3,random_1,random,0,414614,78329,336285,275927,4904,271023,515,1.502622070330196,1.0,3.0,oS83
4,random_2,random,0,414614,78824,335790,275804,4985,270819,521,1.5032921930066279,1.0,3.0,oS83
5,random_3,random,0,414614,78645,335969,275946,4907,271039,510,1.502518608713299,1.0,3.0,oS83
6,random_4,random,0,414614,78628,335986,276079,4952,271127,486,1.5017947761329185,1.0,3.0,oS83
7,random_5,random,0,414614,77496,337118,276477,4855,271622,509,1.4996328808544652,1.0,3.0,oS83
8,random_6,random,0,414614,78424,336190,276085,4946,271139,529,1.5017621384718474,1.0,3.0,oS83
9,random_7,random,0,414614,78503,336111,275957,4922,271035,550,1.502458716394221,1.0,3.0,oS83
10,random_8,random,0,414614,77805,336809,276625,4907,271718,501,1.4988305467690917,1.0,3.0,oS83
11,random_9,random,0,414614,78300,336314,275914,4937,270977,518,1.5026928680675862,1.0,3.0,oS83
0,junctions,real,0,119254,167,119087,117359,21,117338,14,1.0161470360176894,1.0,1.0,oS99
1,junctions+hops,real,0,1056512,395669,660843,451412,31504,419908,2402,2.3404605991865526,1.0,5.0,oS99
2,random_0,random,0,119254,19324,99930,88554,1161,87393,293,1.346681121123834,1.0,2.0,oS99
3,random_1,random,0,119254,19294,99960,88594,1154,87440,269,1.3460730975009594,1.0,2.0,oS99
4,random_2,random,0,119254,19274,99980,88444,1149,87295,271,1.3483560218895572,1.0,2.0,oS99
5,random_3,random,0,119254,19364,99890,88663,1148,87515,275,1.3450255461692024,1.0,2.0,oS99
6,random_4,random,0,119254,19521,99733,88388,1164,87224,270,1.3492103000407296,1.0,2.0,oS99
7,random_5,random,0,119254,19345,99909,88664,1156,87508,268,1.3450103762519174,1.0,2.0,oS99
8,random_6,random,0,119254,19154,100100,88596,1143,87453,272,1.3460427107318615,1.0,2.0,oS99
9,random_7,random,0,119254,19496,99758,88369,1164,87205,259,1.349500390408401,1.0,2.0,oS99
10,random_8,random,0,119254,19221,100033,88517,1146,87371,268,1.3472440322197996,1.0,2.0,oS99
11,random_9,random,0,119254,19613,99641,88256,1163,87093,274,1.3512282451051487,1.0,2.0,oS99
0,junctions,real,0,356044,2509,353535,344987,187,344800,65,1.0320504830616806,1.0,1.0,oSH106
1,junctions+hops,real,0,1983928,786484,1197444,851640,61981,789659,12280,2.3295383025691607,1.0,6.0,oSH106
2,random_0,random,0,356044,65626,290418,244459,5296,239163,2228,1.4564569109748464,1.0,3.0,oSH106
3,random_1,random,0,356044,66161,289883,244150,5392,238758,2213,1.4583002252713495,1.0,3.0,oSH106
4,random_2,random,0,356044,65357,290687,244626,5271,239355,2190,1.4554626245779272,1.0,3.0,oSH106
5,random_3,random,0,356044,65428,290616,244591,5308,239283,2207,1.4556708954949282,1.0,3.0,oSH106
6,random_4,random,0,356044,65201,290843,244598,5294,239304,2219,1.455629236543226,1.0,3.0,oSH106
7,random_5,random,0,356044,65391,290653,244961,5311,239650,2135,1.453472185368283,1.0,3.0,oSH106
8,random_6,random,0,356044,65464,290580,244414,5274,239140,2230,1.4567250648489858,1.0,3.0,oSH106
9,random_7,random,0,356044,66342,289702,243778,5356,238422,2246,1.4605255601407838,1.0,3.0,oSH106
10,random_8,random,0,356044,66290,289754,243611,5351,238260,2251,1.4615267783474473,1.0,3.0,oSH106
11,random_9,random,0,356044,65601,290443,244656,5307,239349,2256,1.455284154077562,1.0,3.0,oSH106
0,junctions,real,0,672176,1555,670621,649773,154,649619,83,1.034478194692608,1.0,1.0,oSH11
1,junctions+hops,real,0,4976512,1339828,3636684,2408133,170155,2237978,3848,2.0665436668157446,1.0,5.0,oSH11
2,random_0,random,0,672176,25678,646498,561135,2667,558468,533,1.1978864266174807,1.0,2.0,oSH11
3,random_1,random,0,672176,25459,646717,560805,2683,558122,499,1.1985913107051471,1.0,2.0,oSH11
4,random_2,random,0,672176,25461,646715,561051,2657,558394,521,1.1980657729867694,1.0,2.0,oSH11
5,random_3,random,0,672176,25692,646484,561023,2654,558369,532,1.1981255670444884,1.0,2.0,oSH11
6,random_4,random,0,672176,25310,646866,561341,2636,558705,547,1.1974468282202797,1.0,2.0,oSH11
7,random_5,random,0,672176,25887,646289,561228,2691,558537,535,1.1976879271882372,1.0,2.0,oSH11
8,random_6,random,0,672176,25203,646973,560956,2601,558355,539,1.1982686699135048,1.0,2.0,oSH11
9,random_7,random,0,672176,25272,646904,561165,2600,558565,512,1.197822387354878,1.0,2.0,oSH11
10,random_8,random,0,672176,25825,646351,561337,2683,558654,545,1.197455361039803,1.0,2.0,oSH11
11,random_9,random,0,672176,24897,647279,561457,2580,558877,504,1.197199429341873,1.0,2.0,oSH11
0,junctions,real,0,243702,2564,241138,236448,144,236304,67,1.0306790499390988,1.0,1.0,oSH124
1,junctions+hops,real,0,1902756,922832,979924,692163,62847,629316,16122,2.7489998743070636,1.0,6.0,oSH124
2,random_0,random,0,243702,56176,187526,159104,4058,155046,2034,1.5317151045856798,1.0,3.0,oSH124
3,random_1,random,0,243702,56864,186838,158896,4070,154826,2067,1.533720169167254,1.0,3.0,oSH124
4,random_2,random,0,243702,56628,187074,158808,4085,154723,2095,1.5345700468490253,1.0,3.0,oSH124
5,random_3,random,0,243702,56786,186916,159092,4073,155019,2090,1.531830638875619,1.0,3.0,oSH124
6,random_4,random,0,243702,56866,186836,158972,4087,154885,2036,1.5329869410965453,1.0,3.0,oSH124
7,random_5,random,0,243702,55992,187710,159354,4008,155346,2110,1.529312097594036,1.0,3.0,oSH124
8,random_6,random,0,243702,56775,186927,158881,4072,154809,2094,1.5338649681207948,1.0,3.0,oSH124
9,random_7,random,0,243702,56971,186731,158778,4090,154688,2069,1.53485999319805,1.0,3.0,oSH124
10,random_8,random,0,243702,56533,187169,158956,4075,154881,2063,1.5331412466342886,1.0,3.0,oSH124
11,random_9,random,0,243702,56414,187288,159048,4048,155000,2031,1.5322544137618832,1.0,3.0,oSH124
0,junctions,real,0,67224,2150,65074,63784,135,63649,76,1.0539320205694218,1.0,1.0,oSH135
1,junctions+hops,real,0,695038,361404,333634,245465,26600,218865,13022,2.8315156947018925,1.0,8.0,oSH135
2,random_0,random,0,67224,11565,55659,46532,1058,45474,1256,1.4446832287458093,1.0,3.0,oSH135
3,random_1,random,0,67224,11958,55266,46220,1134,45086,1268,1.4544353093898745,1.0,3.0,oSH135
4,random_2,random,0,67224,11626,55598,46604,1062,45542,1283,1.442451291734615,1.0,3.0,oSH135
5,random_3,random,0,67224,11850,55374,46262,1104,45158,1294,1.4531148674938394,1.0,3.0,oSH135
6,random_4,random,0,67224,11774,55450,46472,1108,45364,1282,1.4465484592873128,1.0,3.0,oSH135
7,random_5,random,0,67224,11772,55452,46402,1075,45327,1285,1.4487306581612862,1.0,3.0,oSH135
8,random_6,random,0,67224,11959,55265,46152,1116,45036,1275,1.4565782631305253,1.0,3.0,oSH135
9,random_7,random,0,67224,12068,55156,46341,1109,45232,1305,1.4506376642713796,1.0,3.0,oSH135
10,random_8,random,0,67224,12032,55192,46217,1112,45105,1296,1.45452971850185,1.0,3.0,oSH135
11,random_9,random,0,67224,12071,55153,46410,1122,45288,1262,1.448480930833872,1.0,3.0,oSH135
0,junctions,real,0,56898,1815,55083,54369,80,54289,61,1.0465154775699388,1.0,1.0,oSH143
1,junctions+hops,real,0,505458,237422,268036,195409,15848,179561,5988,2.586666939598483,1.0,6.0,oSH143
2,random_0,random,0,56898,11957,44941,38665,939,37726,664,1.4715634294581663,1.0,3.0,oSH143
3,random_1,random,0,56898,12154,44744,38479,945,37534,680,1.4786766807869227,1.0,3.0,oSH143
4,random_2,random,0,56898,12039,44859,38567,916,37651,685,1.4753027199419193,1.0,3.0,oSH143
5,random_3,random,0,56898,11918,44980,38644,921,37723,655,1.472363109408964,1.0,3.0,oSH143
6,random_4,random,0,56898,11907,44991,38592,907,37685,700,1.4743470149253732,1.0,3.0,oSH143
7,random_5,random,0,56898,12060,44838,38557,947,37610,690,1.4756853489638717,1.0,3.0,oSH143
8,random_6,random,0,56898,12031,44867,38584,941,37643,675,1.4746527057847814,1.0,3.0,oSH143
9,random_7,random,0,56898,12188,44710,38462,922,37540,699,1.4793302480370236,1.0,3.0,oSH143
10,random_8,random,0,56898,11935,44963,38846,940,37906,656,1.4647067909179838,1.0,3.0,oSH143
11,random_9,random,0,56898,11905,44993,38615,921,37694,692,1.473468859251586,1.0,3.0,oSH143
0,junctions,real,0,55380,2410,52970,52312,64,52248,68,1.0586481113320079,1.0,1.0,oSH157
1,junctions+hops,real,0,312582,119421,193161,150445,7917,142528,5324,2.077716108876998,1.0,5.0,oSH157
2,random_0,random,0,55380,11574,43806,38393,829,37564,934,1.4424504466960122,1.0,3.0,oSH157
3,random_1,random,0,55380,11476,43904,38242,808,37434,946,1.4481460174677057,1.0,3.0,oSH157
4,random_2,random,0,55380,11686,43694,38130,816,37314,977,1.4523996852871754,1.0,3.0,oSH157
5,random_3,random,0,55380,11471,43909,38275,794,37481,908,1.4468974526453298,1.0,3.0,oSH157
6,random_4,random,0,55380,11455,43925,38084,814,37270,966,1.4541539754227497,1.0,3.0,oSH157
7,random_5,random,0,55380,11523,43857,38168,821,37347,942,1.4509536784741144,1.0,3.0,oSH157
8,random_6,random,0,55380,11678,43702,38205,829,37376,968,1.4495484884177463,1.0,3.0,oSH157
9,random_7,random,0,55380,11205,44175,38477,798,37679,908,1.4393014008368636,1.0,3.0,oSH157
10,random_8,random,0,55380,11662,43718,38156,822,37334,983,1.451410001048328,1.0,3.0,oSH157
11,random_9,random,0,55380,11548,43832,38359,841,37518,914,1.4437289814645846,1.0,3.0,oSH157
0,junctions,real,0,1408292,4961,1403331,1306025,542,1305483,120,1.0783040140885511,1.0,2.0,oSH16
1,junctions+hops,real,0,8904226,2691870,6212356,3982552,347564,3634988,2697,2.235809099291108,1.0,6.0,oSH16
2,random_0,random,0,1408292,57959,1350333,1128832,7192,1121640,417,1.2475656253543486,1.0,2.0,oSH16
3,random_1,random,0,1408292,58658,1349634,1128748,7276,1121472,440,1.2476584676119027,1.0,2.0,oSH16
4,random_2,random,0,1408292,58594,1349698,1128529,7303,1121226,434,1.2479005856296117,1.0,2.0,oSH16
5,random_3,random,0,1408292,58260,1350032,1128674,7213,1121461,434,1.2477402686692527,1.0,2.0,oSH16
6,random_4,random,0,1408292,58252,1350040,1128379,7274,1121105,423,1.2480664741190681,1.0,2.0,oSH16
7,random_5,random,0,1408292,58526,1349766,1128572,7289,1121283,468,1.2478530390617524,1.0,2.0,oSH16
8,random_6,random,0,1408292,57570,1350722,1128971,7120,1121851,424,1.2474120238695237,1.0,2.0,oSH16
9,random_7,random,0,1408292,58336,1349956,1128925,7293,1121632,440,1.2474628518280666,1.0,2.0,oSH16
10,random_8,random,0,1408292,58590,1349702,1128554,7281,1121273,442,1.2478729418353043,1.0,2.0,oSH16
11,random_9,random,0,1408292,58474,1349818,1128983,7265,1121718,432,1.2473987650832652,1.0,2.0,oSH16
0,junctions,real,0,123898,2326,121572,119054,142,118912,80,1.0406874191543334,1.0,1.0,oSH162
